model,hyperparameters,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,4536,908,907,0.4,4.938170568,4.520396913,5.512679162,0.425153102,4.938170568,4.520396913,5.512679162,0.425153102,3,3,0,1.0,0.876140411,0.335589515,1.808987255,0.005930769,3.269741909,1.356148842,6.870282023,0.011941067,0.0,0,0,0,0.0,0,0,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.429938857,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,5.04385399,4.375804376,5.92020592,0.58441156,5.04385399,4.375804376,5.92020592,0.58441156,3,3,0,0.5,0.249401439,0.137081925,0.357093938,0.001701916,0.344772354,0.119329758,0.620875487,0.004077134,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.429347153,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.6888888888888889, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,1941,389,388,0.4,5.30755572,3.341902314,7.474226804,1.372087407,5.30755572,3.341902314,7.474226804,1.372087407,2,2,0,1.0,0.214395528,0.013216559,0.438333022,0.010867226,0.401182592,0.219891887,0.562970979,0.019327878,0.0,0,0,0,0.0,0,0,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.545394075,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,15766,3154,3153,0.4,4.972705686,4.662226451,5.294863665,0.257552073,4.972705686,4.662226451,5.294863665,0.257552073,5,5,0,0.5,1.274343185,0.000644111,2.857867541,0.507407781,6.404433237,0.364521947,13.74003718,2.50426771,0.0,0,0,0,3.8,3,4,0.4,3.8,3,4,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,1,1,1,0,0.200282133,350,350,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,12960,2592,2592,0.0,4.915123457,4.24382716,5.24691358,0.348164018,4.915123457,4.24382716,5.24691358,0.348164018,5,5,0,0.5,1.032460689,0.00070956,2.52775656,0.332038014,5.000431891,0.073385346,11.55491116,1.268605204,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.243679522,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,1186,238,237,0.4,4.888841613,3.797468354,6.722689076,1.009347946,4.888841613,3.797468354,6.722689076,1.009347946,2,2,0,6.0,1.748764914,0.116646953,2.958066487,0.037546629,8.732717148,2.425276175,18.35445205,0.250896959,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.060962366,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,5181,1037,1036,0.4,4.999180886,4.054054054,6.177606178,0.86922267,4.999180886,4.054054054,6.177606178,0.86922267,6,6,0,1.0,1.140122458,1.92e-05,4.951112656,0.679575691,6.008576976,0.036123592,31.640686,4.960779031,0.0,0,0,0,4.8,4,5,0.4,5.2,5,6,0.4,6.0,6,6,0.0,2,2,2,0,0,0,0,0,1,1,1,0,0.1736714,2,2,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.37777777777777777, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,11661,2333,2332,0.4,5.068169503,4.674099485,5.274442539,0.215790525,5.068169503,4.674099485,5.274442539,0.215790525,3,3,0,0.5,2.678116252,0.956979342,4.236764847,0.000526382,10.97013973,0.170989087,20.39271544,0.00223048,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.190877997,0,0,0.0
Lasso,"{'alpha': 9.999999999999999e-06, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,10366,2074,2073,0.4,5.064681088,4.580520733,5.692233478,0.36542178,5.064681088,4.580520733,5.692233478,0.36542178,3,3,0,0.5,2.027440165,0.005247609,4.804552677,0.98331255,9.828829798,0.196210176,27.79720082,6.224271539,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.186269202,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,15551,3111,3110,0.4,5.067201642,4.694533762,5.562700965,0.328340529,5.067201642,4.694533762,5.562700965,0.328340529,4,4,0,0.166666667,1.967461653,0.886923163,4.388331649,0.003348897,6.451647716,0.112320537,22.17937519,0.050735304,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.113608044,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,2591,519,518,0.4,4.824543784,3.474903475,6.370656371,1.152426658,4.824543784,3.474903475,6.370656371,1.152426658,3,3,0,0.5,2.022068809,0.991976479,4.595020931,0.025145665,7.447547772,0.067590937,27.1013985,0.350459691,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.251481267,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.7666666666666666, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,42766,8554,8553,0.4,5.043723438,4.898865895,5.2028528,0.120613491,5.043723438,4.898865895,5.2028528,0.120613491,5,5,0,0.166666667,2.780810792,0.089002273,4.39864612,0.642818091,12.02980589,0.21580898,23.05253582,3.458562364,0.0,0,0,0,4.2,4,5,0.4,4.0,4,4,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.059150933,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,12960,2592,2592,0.0,5.023148148,4.398148148,5.555555556,0.411490482,5.023148148,4.398148148,5.555555556,0.411490482,5,5,0,0.5,1.052652223,0.00020863,2.519046562,0.349067067,5.093956713,0.314758426,11.45003841,1.375867245,0.0,0,0,0,4.2,4,5,0.4,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.238248585,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,10366,2074,2073,0.4,4.997071686,4.438012542,5.692233478,0.458861784,4.997071686,4.438012542,5.692233478,0.458861784,3,3,0,0.5,0.903910405,0.023239366,1.699081178,0.00052718,4.357438063,2.20649295,7.582606831,0.004842706,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.317176804,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,4.97678936,4.437299035,5.462724936,0.347947473,4.97678936,4.437299035,5.462724936,0.347947473,3,3,0,0.5,0.533553302,0.139998606,1.123503157,0.000159514,1.519004126,0.135189268,3.447188345,0.00299101,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.380694479,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,4.760879131,3.984575835,6.177606178,0.751501683,4.760879131,3.984575835,6.177606178,0.751501683,4,4,0,1.0,0.35622413,0.004024854,1.055845884,0.186553536,1.356750245,0.265053573,3.211432515,0.237251464,0.0,0,0,0,1.0,1,1,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.502250568,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,4536,908,907,0.4,4.960488419,4.185022026,6.063947078,0.738924918,4.960488419,4.185022026,6.063947078,0.738924918,2,2,0,1.0,0.702468243,0.304837218,1.355079968,0.024769138,2.754485072,1.316688954,5.288977959,0.124693389,0.0,0,0,0,0.0,0,0,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.462321759,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,4.925449871,4.627249357,5.466237942,0.347061294,4.925449871,4.627249357,5.466237942,0.347061294,3,3,0,0.5,0.411577659,0.035712933,0.769779848,0.004239636,1.13446373,0.129427121,2.257920193,0.013255366,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.382154372,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,15766,3154,3153,0.4,5.036117227,4.630510625,5.61192137,0.352248417,5.036117227,4.630510625,5.61192137,0.352248417,4,4,0,0.5,1.532962203,0.008108939,2.728119342,0.537346861,7.486677788,0.294171763,14.61487046,2.304978172,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.199024254,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,23326,4666,4665,0.4,5.050150021,4.86602358,5.294748124,0.183455802,5.050150021,4.86602358,5.294748124,0.183455802,4,4,0,0.166666667,0.470914186,0.061821689,0.907212877,0.000179059,1.327357194,0.095136241,2.770718527,0.001482373,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.174400917,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,4.976979476,3.984575835,5.78778135,0.617114446,4.976979476,3.984575835,5.78778135,0.617114446,3,3,0,0.5,0.45595352,0.064037593,0.871430305,0.000745179,1.358830012,0.182814833,2.890563361,0.003842489,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.38746462,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,47301,9461,9460,0.4,4.959725617,4.661733615,5.32769556,0.239032628,4.959725617,4.661733615,5.32769556,0.239032628,4,4,0,0.166666667,1.90079036,0.607721066,2.670194288,0.000218318,9.564549403,3.213042591,13.28506645,0.00422306,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.074222598,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.37777777777777777, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,10366,2074,2073,0.4,4.939249691,4.438012542,5.451037144,0.36208823,4.939249691,4.438012542,5.451037144,0.36208823,4,4,0,0.5,1.354593311,0.003647438,4.565749665,0.835594772,4.758525334,0.069068449,24.69501374,5.408144668,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.290089561,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7126,1426,1425,0.4,5.023931498,4.488078541,5.894736842,0.47375833,5.023931498,4.488078541,5.894736842,0.47375833,7,6,1,1.0,0.768669306,7.75e-05,3.57705764,0.396236518,2.749768579,0.100241745,14.7575232,2.378395065,1.0,1,1,0,6.0,5,7,0.632455532,6.0,6,6,0.0,7.0,7,7,0.0,2,2,2,0,0,0,0,0,2,2,2,0,0.324274367,20,20,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,6480,1296,1296,0.0,4.891975309,4.62962963,5.169753086,0.231995314,4.891975309,4.62962963,5.169753086,0.231995314,3,3,0,1.0,1.423094897,0.010750728,4.22373695,0.614934023,4.696691587,1.207716702,20.29083867,4.029608331,0.0,0,0,0,2.6,1,3,0.8,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.297262965,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,6480,1296,1296,0.0,4.953703704,4.475308642,5.632716049,0.412357692,4.953703704,4.475308642,5.632716049,0.412357692,6,6,0,0.5,1.514229301,0.000178792,4.150200589,0.675864872,4.502088599,0.102257327,19.30783887,3.461384984,0.0,0,0,0,5.2,5,6,0.4,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.301267701,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7776,1556,1555,0.4,5.053992842,4.24437299,5.40192926,0.413732588,5.053992842,4.24437299,5.40192926,0.413732588,4,4,0,0.166666667,0.989498889,0.745419332,1.232023551,0.00107713,0.440265905,0.187820617,0.621211646,0.00161619,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.204761503,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.45555555555555555, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,6480,1296,1296,0.0,4.891975309,4.166666667,5.555555556,0.46706006,4.891975309,4.166666667,5.555555556,0.46706006,5,5,0,0.5,1.487817997,0.001404434,4.286385149,0.689152157,4.57014856,0.169193156,21.01569195,3.906936702,0.0,0,0,0,4.4,4,5,0.489897949,4.2,4,5,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.301681295,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,10366,2074,2073,0.4,4.948906848,4.580520733,5.258080077,0.256982593,4.948906848,4.580520733,5.258080077,0.256982593,4,4,0,0.5,0.038256742,0.004215712,0.078187574,0.010952121,0.749433678,0.529704632,1.208377029,0.019920748,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.49859893,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,5.01794854,4.504504505,5.791505792,0.466851357,5.01794854,4.504504505,5.791505792,0.466851357,2,2,0,1.0,0.017879919,0.00083657,0.056465465,0.013990757,0.918071392,0.551500095,1.212751976,0.03277922,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.604367343,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,11661,2333,2332,0.4,4.879549075,4.457779683,5.574614065,0.409368294,4.879549075,4.457779683,5.574614065,0.409368294,5,5,0,0.166666667,0.063603498,0.011262394,0.107894216,0.000914198,0.681189228,0.619571399,0.736124347,0.000940753,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.286370826,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,14256,2852,2851,0.4,5.001399573,4.735180638,5.191160996,0.184977937,5.001399573,4.735180638,5.191160996,0.184977937,3,3,0,0.5,0.11526891,0.009066209,0.21891565,0.00031568,0.325470513,0.002489694,0.55587234,0.000690088,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.484158169,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,11661,2333,2332,0.4,5.008087409,4.716981132,5.700814402,0.362321005,5.008087409,4.716981132,5.700814402,0.362321005,3,3,0,0.5,0.03965384,0.011436845,0.118726373,0.023345044,0.764985044,0.491969828,1.200587268,0.018191873,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.51435388,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.37777777777777777, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,4.863706895,3.346203346,6.048906049,0.947592308,4.863706895,3.346203346,6.048906049,0.947592308,2,2,0,0.5,0.055249133,0.00137185,0.08708514,0.00123891,0.69699239,0.685592306,0.711990368,0.001209821,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.532257168,0,0,0.0
Lasso,"{'alpha': 8.202961796187214e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,5181,1037,1036,0.4,4.960477767,4.054054054,5.888030888,0.653851335,4.960477767,4.054054054,5.888030888,0.653851335,3,3,0,0.5,0.044464337,0.001727322,0.135127221,0.020923394,0.783808725,0.491006159,1.194360059,0.028839004,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.486287841,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,10366,2074,2073,0.4,4.881292794,4.486251809,5.400192864,0.346273198,4.881292794,4.486251809,5.400192864,0.346273198,3,3,0,0.5,0.028343712,0.004731026,0.076164534,0.013500783,0.792086623,0.54695812,1.208377029,0.014961907,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.513242064,0,0,0.0
